Feature,VIF
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_online display_November,-251930606470265.75
CAMPAIGN_TYPE_CHANNEL_Brand_olv,-267103929265802.62
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_July,-269318025513765.16
ATL_OR_DR_MONTH_DR - Direct Response_June,-271243146484119.16
CHANNEL_paid social,-271551006596699.56
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_August,-274886403651764.9
CAMPAIGN_TYPE_CHANNEL_Launch_digital audio,-276396793680317.62
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_July,-278538077396223.62
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_January,-284058804964866.9
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_April,-287244183652582.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_November,-288146618487573.2
CHANNEL_MONTH_youtube_February,-290388825959665.3
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_September,-295618635851128.75
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_December,-296021840666428.44
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_February,-301744745159618.4
CAMPAIGN_TYPE_MONTH_Brand_May,-304168412155137.0
CHANNEL_MONTH_display_February,-310182480857113.3
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_May,-312925994272890.7
CAMPAIGN_TYPE_MONTH_Title_March,-315436546621024.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_June,-318653730657027.8
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_April,-318771284210144.44
SEASON_Summer,-325063738951496.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_December,-330383178574884.06
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_January,-330569635674039.75
ATL_OR_DR_MONTH_DR - Direct Response_December,-341478554105308.75
ATL_OR_DR_MONTH_DR - Direct Response_January,-344908690497677.75
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_May,-357644098262602.4
CAMPAIGN_TYPE_MONTH_Brand_July,-358904772786650.06
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_January,-360643914997787.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_August,-365408323375913.1
CAMPAIGN_TYPE_Launch,-372850467368591.25
CHANNEL_MONTH_ott_August,-372852415163562.4
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_November,-382123016311611.94
ATL_OR_DR_MONTH_ATL - Above The Line_September,-385296832087636.5
CHANNEL_MONTH_app_November,-385975233294940.44
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_February,-386724596830089.9
MEDIAN_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,-396685951321459.56
ATL_OR_DR_MONTH_DR - Direct Response_July,-401477035041308.75
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_January,-405968390340471.25
CHANNEL_MONTH_ott_July,-406155023573955.94
CAMPAIGN_TYPE_CHANNEL_Title_paid social,-408040434742446.0
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_December,-409296052181247.2
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_January,-446378720831354.3
CAMPAIGN_TYPE_CHANNEL_Launch_ooh,-470832166951305.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_November,-477085621855957.94
ATL_OR_DR_MONTH_ATL - Above The Line_May,-486884924726187.8
CAMPAIGN_TYPE_MONTH_Brand_February,-508817143957029.94
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_October,-510995457112302.25
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_August,-513419024960739.0
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_March,-526045134502193.6
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ott_March,-527675674680408.44
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_October,-542962237321806.3
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_August,-545847722547649.75
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_July,-546641736863724.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_May,-550204825698028.4
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_display_March,-560632651842925.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_March,-573657254671337.2
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_November,-586252185914907.2
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_June,-594128200754436.8
CHANNEL_MONTH_tv_December,-596520265482066.9
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_online display_November,-606065179216270.8
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_November,-610632393352928.1
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_June,-612481034502644.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_July,-626823837136240.1
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ott_March,-630440160623090.8
CHANNEL_MONTH_paid social_August,-633058378632835.9
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_November,-636956557616356.4
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_radio_August,-642335454287654.9
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_August,-656193359179790.2
CAMPAIGN_TYPE_MONTH_Brand_September,-660980612499231.4
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_May,-672945112758008.9
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_June,-678161817982144.8
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_February,-679972905831338.6
CAMPAIGN_TYPE_CHANNEL_Brand_partnership,-687372930904518.9
CHANNEL_radio,-708031468445250.0
CHANNEL_MONTH_ctv_September,-771426294212997.4
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_July,-779491015109927.4
MEDIAN_COST_PER_FREE_TRIALS_BY_ATL_OR_DR_MONTH,-784141630106105.9
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_display_April,-793929133769834.4
CHANNEL_MONTH_digital audio_November,-828441492779093.6
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_August,-881434451536263.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_September,-889802702570660.2
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_March,-892446500773946.1
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_September,-896045190567019.2
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_July,-907716290035444.0
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_pmax_August,-909786269342482.6
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_December,-920554461959172.5
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_September,-922138557269707.0
ATL_OR_DR_MONTH_DR - Direct Response_August,-955494390315160.8
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_March,-1016525874324866.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_paid social_September,-1023094894046459.9
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_June,-1041511864869025.1
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_tv_February,-1041629464233446.2
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_March,-1068781719750989.2
CHANNEL_MONTH_partnership_October,-1080764256417037.9
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_online display_November,-1081651298293657.8
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_July,-1110225074949074.6
CAMPAIGN_TYPE_CHANNEL_Brand_ooh,-1111509167479448.9
CHANNEL_MONTH_radio_May,-1129978890596794.8
CHANNEL_MONTH_radio_November,-1199827740352876.8
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_March,-1209969851390338.2
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ctv_April,-1265833129364685.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_online display_November,-1267118460655007.0
CHANNEL_MONTH_online display_September,-1288038184478872.5
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_February,-1297070960441457.5
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_July,-1304175334660005.8
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_July,-1320402042873482.5
CAMPAIGN_TYPE_MONTH_Title_May,-1326681202949032.2
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_March,-1336876228962331.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_print_August,-1372919555467823.2
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_print_October,-1378722600140902.8
CAMPAIGN_TYPE_MONTH_Title_April,-1400078948353808.2
CAMPAIGN_TYPE_MONTH_Brand_January,-1414737045147622.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ctv_April,-1416441641105877.0
CAMPAIGN_TYPE_MONTH_Brand_March,-1454946119314699.5
CHANNEL_MONTH_ctv_November,-1466576975097935.8
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_print_August,-1509841072969468.5
CHANNEL_MONTH_ctv_January,-1511099279040077.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_June,-1591335790198245.5
CHANNEL_MONTH_ooh_July,-1604284504670984.5
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_pmax_October,-1620612667968545.5
CAMPAIGN_TYPE_CHANNEL_Brand_online display,-1651712456305568.8
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_September,-1708924368264401.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_paid social_October,-1717702790754665.8
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_April,-1758574581836084.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_August,-1776719785190794.2
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_March,-1802108771025073.8
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_July,-1877637729662657.8
CHANNEL_MONTH_app_July,-2001665827764575.8
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_November,-2057332447748895.2
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_radio_August,-2058274880388508.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_radio_December,-2059592873301843.0
CHANNEL_MONTH_ott_January,-2212399513586719.5
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_January,-2292780911723570.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_August,-2297567891086036.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_online display_August,-2301244066540409.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_June,-2312265631214427.0
CHANNEL_MONTH_print_July,-2327097265358091.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_bvod_February,-2369615626732624.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_bvod_October,-2491105321170745.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ctv_December,-2509375774993542.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_September,-2514333705579111.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_radio_August,-2546577118255443.5
CHANNEL_MONTH_ooh_September,-2568701055820332.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_June,-2572459202518941.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_May,-2587654728473595.5
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_October,-2624720265303236.5
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Launch_July,-2625920679793725.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_September,-2686852371606548.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_January,-2690809553500667.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_digital audio_December,-2776532393845494.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ctv_December,-2794564415222509.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_tv_July,-2800367947540847.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_March,-2813512541968604.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_radio_July,-2823762446033723.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_April,-2826326684086135.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_December,-2850570075727525.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_January,-2854885374381810.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_olv_January,-2856009148248696.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_online display_September,-2943671992334900.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_January,-2964021194112069.5
CHANNEL_MONTH_ott_June,-3001055160951193.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_digital audio_December,-3037492308709018.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_October,-3037523776773777.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_print_October,-3049617515417577.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_August,-3078663597797529.0
CHANNEL_MONTH_app_October,-3122162034004889.0
CHANNEL_MONTH_digital audio_December,-3162804928654830.5
CHANNEL_MONTH_bvod_November,-3185633732520198.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_October,-3192285997788749.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_March,-3210201740229029.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_tv_July,-3220019883895721.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_olv_January,-3316517077731681.5
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_October,-3331316862049966.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_tv_January,-3391293845459606.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_November,-3447723198470637.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_radio_July,-3509905363842304.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_October,-3526918129103207.5
CHANNEL_MONTH_partnership_June,-3628774496633177.0
CHANNEL_MONTH_cinema_September,-3633153096212652.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_November,-3642698967965214.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_app_September,-3678090485348130.0
CHANNEL_MONTH_partnership_May,-3749075155890940.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_February,-3803448086398910.0
CHANNEL_MONTH_print_August,-3845154203806727.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_digital audio_December,-3890941840698488.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_display_June,-3986560500074495.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_May,-3989719254829549.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_August,-4078616278693438.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_tv_January,-4079977824020792.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_bvod_June,-4144957471057872.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_partnership_April,-4361355749760912.5
CHANNEL_MONTH_app_August,-4380601056202436.0
CHANNEL_MONTH_ott_October,-4406904119878641.5
CHANNEL_MONTH_print_October,-4409190815957333.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_online display_April,-4431597743930026.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_April,-4481955532528471.5
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_October,-4668090262800060.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_print_April,-4734311041676495.0
CHANNEL_MONTH_bvod_February,-4737265218463896.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_April,-4817953502111536.0
CHANNEL_MONTH_ctv_April,-4856037496688189.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_tv_December,-4875281593333698.0
CHANNEL_MONTH_tv_March,-4887859864382672.0
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_pmax_January,-4931267033845602.0
CHANNEL_MONTH_online display_August,-4947396763349873.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_September,-5095250981097443.0
CHANNEL_MONTH_ooh_November,-5201411279915733.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_October,-5356672911888770.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_olv_November,-5368633893848024.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_tv_March,-5375189954101761.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_June,-5410634250570153.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_cinema_August,-5445716013058042.0
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_August,-5519007370187353.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_January,-5566875507943494.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_February,-5690551330028802.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_print_November,-5743895395006984.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_September,-5778723639491311.0
CHANNEL_MONTH_display_July,-5780756529360568.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_tv_August,-5975930477793230.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_online display_May,-6109399085680254.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_July,-6141950227980618.0
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_pmax_November,-6263916848364877.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_partnership_April,-6308867058348159.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_December,-6384313213860334.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_April,-6439097007456410.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_December,-6476179231527594.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_print_August,-6790466184404464.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_olv_November,-6796867987031187.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_cinema_August,-7022352012303328.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_August,-7026065038498038.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_display_August,-7074387115216433.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_August,-7178700454927353.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_tv_December,-7392465111568738.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ooh_August,-7537705431607452.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_tv_August,-7581663648618196.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_February,-8005183315588875.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_June,-8050090339581917.0
CHANNEL_MONTH_olv_December,-8237276699054287.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_December,-8289270116246352.0
CHANNEL_MONTH_partnership_January,-8296501785267684.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ooh_August,-8394036476380510.0
CHANNEL_MONTH_partnership_February,-8535259186699156.0
CHANNEL_MONTH_ooh_August,-8620173943807054.0
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_July,-8984664924124694.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_digital audio_June,-9294523180503400.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_June,-9327409931000266.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_online display_July,-9392826860539346.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_online display_December,-9395636726168218.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ooh_September,-9542098584822606.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_May,-9588592270129078.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_October,-9634593163599566.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_online display_June,-9667266757711268.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_July,-9693543821337046.0
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_print_August,-9697421055232012.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_May,-9819497169895122.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_June,-9821775557220508.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_June,-9833778396155354.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_display_July,-9956112597203224.0
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_August,-9956398685752736.0
CHANNEL_MONTH_partnership_December,-1.0013072618244884e+16
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_cinema_November,-1.0016174522762032e+16
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_November,-1.0023483733483086e+16
CHANNEL_MONTH_ooh_May,-1.002438916469919e+16
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_cinema_January,-1.005257453005957e+16
CHANNEL_MONTH_print_December,-1.0054396759948628e+16
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_bvod_September,-1.0186619914802358e+16
CHANNEL_MONTH_partnership_April,-1.0189641112768778e+16
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_September,-1.020289721547127e+16
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_January,-1.0207895980775906e+16
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_cinema_November,-1.0259217159982148e+16
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_January,-1.0272683326951012e+16
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_digital audio_January,-1.0380630102763904e+16
CHANNEL_MONTH_tv_August,-1.0723946894154672e+16
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ooh_September,-1.072810096611772e+16
CHANNEL_MONTH_app_January,-1.0745699056252602e+16
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_tv_August,-1.0795741230665426e+16
CHANNEL_MONTH_cinema_August,-1.0813924204737856e+16
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_December,-1.0850466625934364e+16
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_bvod_September,-1.089294996210522e+16
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_cinema_January,-1.0905654706526396e+16
CHANNEL_MONTH_digital audio_January,-1.1093960208793282e+16
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_online display_June,-1.1100560695212682e+16
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_August,-1.1385033194434936e+16
CHANNEL_MONTH_radio_October,-1.1402088125637154e+16
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_August,-1.1609069371686216e+16
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_app_October,-1.1739041865505334e+16
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_October,-1.1761703339224078e+16
CHANNEL_MONTH_olv_July,-1.194983360910991e+16
CHANNEL_MONTH_olv_January,-1.1979364355045746e+16
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_July,-1.2631581104630446e+16
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_tv_April,-1.2698719495124108e+16
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_January,-1.2810218877293716e+16
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_August,-1.2825087539183014e+16
CHANNEL_MONTH_online display_July,-1.2835949502355916e+16
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_online display_December,-1.2938211805697874e+16
CHANNEL_MONTH_pmax_November,-1.2964066076438982e+16
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ctv_December,-1.3112911117737822e+16
CHANNEL_MONTH_radio_August,-1.3344927482618548e+16
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_pmax_September,-1.334968766882566e+16
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_October,-1.3436222288028728e+16
